_id,key,type,booleanValue,intValue,longValue,floatValue,doubleValue,stringValue,needSync,version
630,LENSES~LENSCORE_AND_ANDROID_THREAD_PRIORITIES.db_write,2,,,,,,2,,
637,SNAPADS~ENABLED_PETRA_AD_TYPES,2,,,,,,APP_INSTALL,,
640,PERCEPTION~BARCODE_SCAN_ENABLED,2,1.0,,,,,,,
641,MEDIA_ENGINE~FINGER_DOWN_CAPTURE_DELAY_WHEN_LENS_ACTIVE,2,,,-1.0,,,,,
642,SNAPADS~PETRA_ENGAGED_VIEW_TRACK_THRESHOLD_MILLIS,2,,5000.0,,,,,,
644,SNAPADS~DISABLE_CI_ADS_IN_5TH_TAB,2,1.0,,,,,,,
646,AB_PLATFORM~SNAP_3D_VIEWING,2,,,,,,10,,
648,PERCEPTION~PERC_BACKEND_EXPERIMENTS,2,,,,,,lens_ranking_control,,
651,AB_PLATFORM~LENSCORE_ARCORE_DEPTH_MODE,2,,,,,,24,,
654,NETWORK~NATIVE_RANKER_MAX_LENS_DOWNLOAD_1600KBPS_4MBPS,2,,1.0,,,,,,
656,SNAPADS~ENABLE_SHADOW_REQUESTS,2,0.0,,,,,,,
659,DISCOVER_FEED~USE_BOLT_FOR_PU_STORY_AUTO_FALLBACK,2,1.0,,,,,,,
660,AB_PLATFORM~LENSCORE_PRECISE_TRACKING_ON_PHOTO,2,,,,,,0,,
661,NETWORK~NATIVE_RANKER_MAX_LENS_DOWNLOAD_UNKNOWN_BANDWIDTH,2,,1.0,,,,,,
662,AB_PLATFORM~DF_BOOST_SPOTLIGHT_ANDROID,2,,,,,,25,,
670,PREMIUM~ENABLE_HAPPENING_NOW_APP_START_PRELOADING,2,0.0,,,,,,,
672,SNAPADS~CONTENT_INTERSTITIAL_AB_MIN_DURATION_BETWEEN_ADS_SECONDS,2,,5.0,,,,,,
673,SNAPADS~DISABLE_ALL_ADS_IN_DF_FOR_YOU,2,0.0,,,,,,,
674,DISCOVER_FEED~PREMIUM_BADGE_DEEPLINK_HN,2,1.0,,,,,,,
677,BLIZZARD~DURABLE_JOB_RETRY_MAX_BACKOFF_EXPONENT,2,,7.0,,,,,,
678,SNAP_PRO~SHOW_MY_NAME_SELF_SERVE,2,1.0,,,,,,,
680,SAVED_SNAPS~TIMER,2,1.0,,,,,,,
681,BLIZZARD~DURABLE_JOB_RETRY_USE_EXPONENTIAL_BACKOFF,2,1.0,,,,,,,
682,NETWORK~CONNECTIVITY_SOURCE_FRESHNESS_THRESHOLD_MILLIS,2,,,500.0,,,,,
684,BLOOPS~BLOOPS_ONE_FRAME_THUMBNAILS_CONFIG,2,,,,,,test_mixed_content,,
685,SNAPADS~ENABLE_COMMERCIAL_WHITELISTING,2,1.0,,,,,,,
691,AB_PLATFORM~CAMERA_CAMERA2MANAGER_REDESIGN,2,,,,,,0,,
692,BLIZZARD~V2_FRAMES_UPLOAD_THROTTLE_MODE,2,,,,,,THROTTLE_FIRST,,
697,MEDIA_ENGINE~IS_FINGER_DOWN_CAPTURE_ENABLED_WITH_FLASH,2,0.0,,,,,,,
699,MEDIA_ENGINE~SHOULD_EARLY_GENERATE_IMAGE_MEDIA_PACKAGE_WHEN_FINGER_DOWN_CAPTURE,2,0.0,,,,,,,
700,DISCOVER_FEED~DF_SPOTLIGHT_5TH_TAB_DISLIKE_MENU_ENABLED,2,1.0,,,,,,,
701,BLIZZARD~GKE_STAGING_URL,2,,,,,,https://app-analytics-dev.snapchat.com,,
704,LENSES~LENSCORE_PRECISE_TRACKING_ON_PHOTO.groupId,2,,,,,,0,,
706,LENSES~SNAP3D_VIEWING_ENABLED,2,1.0,,,,,,,
707,STORIES~IS_CUSTOM_STORY_CREATION_ENABLED,2,0.0,,,,,,,
708,SNAPADS~USER_STORY_AB_MIN_SNAPS_FROM_SESSION_START,2,,1.0,,,,,,
709,LENSES~SUGGESTED_LENSES_ON_CAMERA_COUNT,2,,3.0,,,,,,
714,UNLOCKABLES~LAST_KNOWN_COUNTRY_CODE,0,,,,,,US,,
715,UNLOCKABLES~SNAP_SCORE,0,,0.0,,,,,,
716,IDENTITY~NUM_SNAPS_SENT,0,,0.0,,,,,,
717,IDENTITY~NUM_SNAPS_RECEIVED,0,,0.0,,,,,,
718,IDENTITY~SNAP_SCORE,0,,0.0,,,,,,
719,SPECTACLES~SPECTACLES_USER_ID,0,,,,,,fda38fb8f4394c27ab7762519bb74595,,
720,SNAPADS~THIRD_PARTY_AD_NETWORK_OPT_OUT_FEATURE_SETTING,4,0.0,,,,,,0.0,946598400.0
721,PERCEPTION~PERCEPTION_ONBOARDING_DIALOG_ACCEPTED,4,0.0,,,,,,0.0,946598400.0
722,MEMORIES~SAVING_OPTION,4,,,,,,MEMORIES,0.0,946598400.0
723,CAMERA~CAMERA_MODE_HAS_BEEN_USED,4,0.0,,,,,,0.0,946598400.0
724,STORIES~OUR_STORY_SHOW_MY_NAME,4,0.0,,,,,,0.0,946598400.0
725,PROFILE~SHOULD_SHOW_FRIEND_PROFILE_SCREENSHOT_PRIVACY_EXPLAINER,4,1.0,,,,,,0.0,946598400.0
726,LENSES~LENS_EXPLORER_INFO_CARD_HINT_WAS_SHOWN,4,0.0,,,,,,0.0,946598400.0
727,STORIES~SEEN_SNAP_MAP_STORY_ATTRIBUTION_DIALOG,4,0.0,,,,,,0.0,946598400.0
728,IDENTITY~FEED_HEADER_PROMPT_V2_STATE_SYNC,4,,,,,,,0.0,946598400.0
730,CAMERA~HANDS_FREE_ENABLED_COUNT,4,,0.0,,,,,0.0,946598400.0
731,NOTIFICATIONS~NOTIFICATION_TRENDING_PUBLIC_CONTENT,4,1.0,,,,,,0.0,946598400.0
732,MEMORIES~HAS_NEVER_VIEWED_MEMORIES,4,1.0,,,,,,0.0,946598400.0
733,CAMERA~CAMERA_MODE_ROTATION_TOOLTIP_SEEN_COUNT,4,,0.0,,,,,0.0,946598400.0
734,STORIES~SEEN_OUR_STORY_ATTRIBUTION_DIALOG,4,0.0,,,,,,0.0,946598400.0
735,IDENTITY~CONTACTS_ENABLE_DIALOG_SEEN_COUNT,4,,,0.0,,,,0.0,946598400.0
737,CONTEXT_CARDS~TAPPABLE_CAPTION_TOOLTIP_HAS_BEEN_IMPRESSED,4,0.0,,,,,,0.0,946598400.0
738,CONTEXT_CARDS~BOOST_BUTTON_TOOLTIP_IS_NOT_IMPRESSED,4,1.0,,,,,,0.0,946598400.0
739,SHAKE_2_REPORT~S2R_ENABLED,4,0.0,,,,,,0.0,946598400.0
740,IDENTITY~SEARCHABLE_BY_EMAIL,4,1.0,,,,,,0.0,1617509932818.0
741,IDENTITY~FEED_HEADER_PROMPT_V2_PROTO,4,,,,,,CAESLQoQU25hcGNoYXQgU3VwcG9ydBILVGFwIHRvIE9wZW4aBPCfkowgATACOAFAARJPCiBHZXQgbm90aWZpY2F0aW9ucyBmb3IgbmV3IFNuYXBzPxIbVGFwIHRvIGVuYWJsZSBub3RpZmljYXRpb25zGgTwn5OsIAIoATACOAJAARI1ChlIZWxwIHNlY3VyZSB5b3VyIGFjY291bnQhEghUYXAgaGVyZRoE8J+UkCADKAMwAjgDQAEScAoPQmlydGhkYXkgUGFydHkhEk1UYXAgdG8gYWRkIGEg8J+OgiBuZXh0IHRvIHlvdXIgbmFtZSBhbmQgb3RoZXIgZnVuIHN1cnByaXNlcyBvbiB5b3VyIGJpcnRoZGF5LhoE8J+OiSAFKAEwAjgEQAESagoXQWRkIFlvdXIgRW1haWwgQWRkcmVzcz8SP1RoaXMgY2FuIGhlbHAgcmVjb3ZlciB5b3VyIGFjY291bnQgaWYgeW91IGZvcmdldCB5b3VyIHBhc3N3b3JkIRoE8J+TpyAEKAEwAjgFQAESVQoeRmluZCB5b3VyIGZyaWVuZHMgb24gU25hcGNoYXQhEiVTeW5jIHlvdXIgY29udGFjdHMgdG8gc2VlIHdobydzIGhlcmUhGgTwn5OnIAYwAjgGQAE=,0.0,0.0
742,STORIES~SEEN_SPOTLIGHT_ATTRIBUTION_DIALOG,4,0.0,,,,,,0.0,946598400.0
743,NOTIFICATIONS~NOTIFICATION_USER_TAGGING,4,1.0,,,,,,0.0,946598400.0
744,CAMERA~MQS_LAST_TRIGGERED_TIME_MS,4,,,0.0,,,,0.0,946598400.0
745,IDENTITY~LOGOUT_VERIFICATION_COOL_DOWN_COUNT,4,,0.0,,,,,0.0,946598400.0
746,IDENTITY~HAS_DISMISSED_ENABLE_PUSH_NOTIFICATION_PROMPT,4,0.0,,,,,,0.0,946598400.0
748,STORIES~SEEN_COMMUNITY_SNAPS_ONBOARDING,4,0.0,,,,,,0.0,946598400.0
749,LENSES~LENS_EXPLORER_CREATORS_CATEGORY_HINT_WAS_SHOWN,4,0.0,,,,,,0.0,946598400.0
750,IDENTITY~VERIFICATION_TAKEOVER_IMPRESSIONS,4,,0.0,,,,,0.0,946598400.0
751,LENSES~LENSES_FAVORITES_TOOLTIP_SHOWN,4,0.0,,,,,,0.0,946598400.0
752,BLOOPS~BLOOPS_POLICY_IN_PROFILE,4,1.0,,,,,,0.0,946598400.0
753,AURA~BIRTH_INFO_SETTINGS_BASE64,4,,,,,,,0.0,946598400.0
755,IDENTITY~REGISTER_TO_VOTE_PAGE_LINK,4,,,,,,https://snapchat.turbovote.org/?r=birthday,0.0,946598400.0
756,MAPS~NYC_SHARING_NOTIFICATION_COUNT,4,,0.0,,,,,0.0,946598400.0
757,IDENTITY~SUICIDE_PREVENTION_DEBUG,4,0.0,,,,,,0.0,0.0
758,BLOOPS~CAMEOS_FEATURE_ONBOARDED,4,0.0,,,,,,0.0,946598400.0
759,CONTEXT_CARDS~MUSIC_LINKFIRE_DISCLAIMER_ACKNOWLEDGED,4,0.0,,,,,,0.0,946598400.0
760,IDENTITY~EMOJI_FOR_MUTUAL_NUMBER_ONE_BEST_FRIENDS,4,,,,,,😬,0.0,946598400.0
761,STORIES~SEEN_SPOTLIGHT_ONBOARDING,4,0.0,,,,,,0.0,946598400.0
762,COGNAC~SHOULD_SEE_COGNAC_CHAT_DRAWER_ALERT,4,1.0,,,,,,0.0,946598400.0
764,LENSES~LENS_EXPLORER_FAVORITES_CAROUSEL_COUNTER,4,,0.0,,,,,0.0,946598400.0
765,IDENTITY~SUICIDE_PREVENTION_FIRST_SEEN_AT_SECS,4,,1262304000.0,,,,,0.0,946598400.0
766,IDENTITY~LOGOUT_VERIFICATION_PROMPTS,4,,0.0,,,,,0.0,946598400.0
767,CAMERA~HANDS_FREE_SEEN_COUNT,4,,0.0,,,,,0.0,946598400.0
768,SNAPADS~AUDIENCE_MATCH_OPT_OUT_FEATURE_SETTING,4,0.0,,,,,,0.0,946598400.0
769,LENSES~LENS_COLLECTIONS_CTA_HINT_SHOWN,4,0.0,,,,,,0.0,946598400.0
770,MEMORIES~BACKUP_ON_CELLULAR_ENABLED,4,1.0,,,,,,0.0,1617509932818.0
771,LOCATION~MAP_SHARING_SETTINGS_LAST_CHANGED,4,,,0.0,,,,0.0,946598400.0
772,IDENTITY~HAS_DISMISSED_VERIFY_PHONE_NUMBER_PROMPT,4,0.0,,,,,,0.0,946598400.0
773,MEMORIES~HAS_FAVORITED_MEMORIES_SNAP,4,0.0,,,,,,0.0,946598400.0
774,IDENTITY~QR_PATH_FROM_SNAPTAG_UPDATED_AT_TIMESTAMP_MS,4,,,1617509933387.0,,,,0.0,1617509933387.0
775,MAPS~MAP_USAGE_DATA_SHARING_ENABLED,4,1.0,,,,,,0.0,1617509932818.0
776,STORIES~SEEN_OUR_STORY_ONBOARDING,4,0.0,,,,,,0.0,946598400.0
777,MEMORIES~STORY_AUTO_SAVING,4,0.0,,,,,,0.0,946598400.0
778,MEMORIES~MY_EYES_ONLY_PASSPHRASE_ENABLED,4,0.0,,,,,,0.0,946598400.0
779,NOTIFICATIONS~NOTIFICATION_AVAILABLE_STORIES,4,1.0,,,,,,0.0,946598400.0
782,SHARING~HAS_SEEN_SNAPPABLES_PRIVACY_ALERT,4,0.0,,,,,,0.0,946598400.0
783,IDENTITY~EMOJI_FOR_PINNED_CONVERSATION,4,,,,,,📌,0.0,946598400.0
785,MEMORIES~SYNC_REQUIRED,4,0.0,,,,,,0.0,946598400.0
786,SAVED_SNAPS~CHAT_TOOLTIP_SEEN_COUNT,4,,,0.0,,,,0.0,946598400.0
787,NOTIFICATIONS~NOTIFICATION_OUR_STORY_VIEW_COUNT,4,1.0,,,,,,0.0,946598400.0
788,LENSES~CAMERA_LENS_LOCKING_FIRST_IMPRESSION_TIMESTAMP,4,,,0.0,,,,0.0,946598400.0
789,IDENTITY~EMOJI_FOR_NUMBER_ONE_BEST_FRIENDS,4,,,,,,💛,0.0,946598400.0
790,STORIES~SEEN_SPOTLIGHT_ONBOARDING_V2,4,0.0,,,,,,0.0,946598400.0
791,NOTIFICATIONS~NOTIFICATION_BEST_FRIENDS_SOUNDS,4,1.0,,,,,,0.0,946598400.0
792,MAPS~ALLOW_INCOMING_FRIEND_LOCATION_REQUESTS,4,1.0,,,,,,0.0,946598400.0
793,IDENTITY~CONTACT_BOOK_SYNC_ENABLED,4,1.0,,,,,,0.0,946598400.0
795,IDENTITY~EMOJI_FOR_NUMBER_ONE_BEST_FRIENDS_FOR_TWO_MONTHS,4,,,,,,💕,0.0,946598400.0
796,PROFILE~SHOULD_SHOW_GROUP_PROFILE_INVITE_LINK_PRIVACY_EXPLAINER,4,1.0,,,,,,0.0,946598400.0
797,MEMORIES~HAS_SEEN_CONSOLIDATED_STORY,4,0.0,,,,,,0.0,946598400.0
798,MEMORIES~FEATURED_STORIES_SYNC,4,0.0,,,,,,0.0,946598400.0
799,IDENTITY~EMOJI_FOR_MUTUAL_BEST_FRIENDS,4,,,,,,😎,0.0,946598400.0
800,DISCOVER_FEED~DF_COMPLETED_OPERA_SPOTLIGHT_NAVIGATION_ONBOARDING,4,0.0,,,,,,0.0,946598400.0
801,DISCOVER_FEED~DF_MANAGEMENT_TOOLTIP_IMPRESSION,4,,0.0,,,,,0.0,946598400.0
802,AURA~DISPLAYED_BIRTH_INFO_PAGE_VERSION,4,,0.0,,,,,0.0,946598400.0
803,MEMORIES~MY_EYES_ONLY_ENABLED,4,0.0,,,,,,0.0,946598400.0
804,DISCOVER_FEED~SEEN_DF_SHOWS_PAGE_TOOLTIP,4,0.0,,,,,,0.0,946598400.0
805,STORIES~SEEN_SNAP_MAP_STORY_ONBOARDING,4,0.0,,,,,,0.0,946598400.0
806,IDENTITY~LAST_VERIFICATION_TAKEOVER_TIMESTAMP_SEC,4,,,0.0,,,,0.0,946598400.0
807,IDENTITY~EMOJI_FOR_BEST_FRIENDS,4,,,,,,😊,0.0,946598400.0
808,IDENTITY~ONBOARDING_EDUCATION_LENS_LOCKING_COMPLETED,4,0.0,,,,,,0.0,946598400.0
809,IDENTITY~DEFAULT_EMOJI_SKIN_TONE,4,,,,,,NO_SKIN_TONE,0.0,946598400.0
810,MEMORIES~SERVER_SEARCH_TAGS_SYNC_REQUIRED,4,0.0,,,,,,0.0,946598400.0
811,SHARING~HAS_SEEN_INTERACTIVE_SNAP_PRIVACY_ALERT,4,0.0,,,,,,0.0,946598400.0
812,NOTIFICATIONS~NOTIFICATION_MEMORIES,4,1.0,,,,,,0.0,946598400.0
813,NOTIFICATIONS~NOTIFICATION_FRIENDS_BIRTHDAY,4,1.0,,,,,,0.0,946598400.0
814,LENSES~LENS_EXPLORER_HINT_WAS_SHOWN,4,0.0,,,,,,0.0,946598400.0
815,IDENTITY~HIDE_QUICK_ADD_IN_DISCOVER_TIMESTAMP,4,,,0.0,,,,0.0,946598400.0
817,NOTIFICATIONS~NOTIFICATION_CREATIVE_TOOLS,4,1.0,,,,,,0.0,946598400.0
818,NOTIFICATIONS~NOTIFICATION_MESSAGE_REMINDER,4,1.0,,,,,,0.0,946598400.0
819,BLOOPS~CAMEOS_USER_POLICY,4,,0.0,,,,,0.0,946598400.0
820,IDENTITY~CONTACTS_ENABLE_DIALOG_LAST_SEEN_TIMESTAMP_SECONDS,4,,,0.0,,,,0.0,946598400.0
821,MAPS~ZERO_ONBOARDING_SETTINGS_TOOLTIP_SEEN,4,0.0,,,,,,0.0,946598400.0
822,SAVED_SNAPS~IMAGE_PROMPT_AGREEMENT_COUNT,4,,,0.0,,,,0.0,946598400.0
823,IDENTITY~CONTACT_BOOK_SYNC_VERSION,4,,1.0,,,,,0.0,946598400.0
824,IDENTITY~IS_SEARCHABLE_BY_PHONE_NUMBER_FS,4,0.0,,,,,,0.0,946598400.0
825,MEMORIES~HIDE_LEGACY_AUTO_SAVED_STORIES,4,0.0,,,,,,0.0,946598400.0
826,IDENTITY~EMOJI_FOR_SNAPSTREAK,4,,,,,,🔥,0.0,946598400.0
827,DISCOVER_FEED~DF_COMPLETED_OPERA_VERTICAL_NAVIGATION_ONBOARDING,4,0.0,,,,,,0.0,946598400.0
828,IDENTITY~ENABLE_BIRTHDAY_PARTY,4,1.0,,,,,,0.0,1617509932818.0
829,SPECTACLES~HERMOSA_SAVE_PREFERENCE,4,,1.0,,,,,0.0,946598400.0
830,STORIES~SEEN_COMMUNITY_SNAPS_ATTRIBUTION_DIALOG,4,0.0,,,,,,0.0,946598400.0
831,IDENTITY~EMOJI_FOR_NUMBER_ONE_BEST_FRIENDS_FOR_SIX_MONTHS,4,,,,,,💞,0.0,946598400.0
832,SPECTACLES~HAS_USED_SPECTACLES,4,0.0,,,,,,0.0,946598400.0
833,SHARING~HAS_SEEN_SEND_TO_QUICK_ADD_DIALOG,4,0.0,,,,,,0.0,946598400.0
835,IDENTITY~FRIEND_ADD_TAKEOVER_LAST_SEEN_REQUEST_CREATED_TIMESTAMP,4,,,0.0,,,,0.0,946598400.0
836,IDENTITY~ONBOARDING_EDUCATION_ENABLE_LENS_LOCKING,4,0.0,,,,,,0.0,946598400.0
837,MAPS~NYC_SHARING_LAST_SEEN_TIMESTAMP,4,,,0.0,,,,0.0,946598400.0
838,IDENTITY~EMOJI_FOR_NUMBER_ONE_BEST_FRIENDS_FOR_ONE_YEAR,4,,,,,,💝,0.0,946598400.0
839,SAVED_SNAPS~VIDEO_PROMPT_AGREEMENT_COUNT,4,,,0.0,,,,0.0,946598400.0
840,IDENTITY~FRIEND_ADD_TAKEOVER_LAST_DISPLAYED_TIMESTAMP,4,,,0.0,,,,0.0,946598400.0
841,NETWORK~DATA_SAVER_EXPIRATION_MILLIS,4,,,0.0,,,,0.0,946598400.0
843,MAPS~ZERO_ONBOARDING_SHARING_SETTINGS_TOOLTIP_SEEN,4,0.0,,,,,,0.0,946598400.0
844,NOTIFICATIONS~NOTIFICATION_AVAILABLE_FRIEND_SUGGESTIONS,4,1.0,,,,,,0.0,946598400.0
845,IDENTITY~SUICIDE_PREVENTION_FLAGGED_AT_SECS,4,,1262304000.0,,,,,0.0,946598400.0
846,IDENTITY~EMOJI_FOR_NUMBER_ONE_BEST_FRIENDS_FOR_TWO_WEEKS,4,,,,,,❤️,0.0,946598400.0
847,SNAPADS~EXTERNAL_ACTIVITY_MATCH_OPT_OUT_FEATURE_SETTING,4,0.0,,,,,,0.0,946598400.0
848,LEGAL_AGREEMENT~TOS_VERSION_7_ACCEPTED,4,1.0,,,,,,0.0,1.0
849,LEGAL_AGREEMENT~TOS_VERSION_6_ACCEPTED,4,1.0,,,,,,0.0,1.0
850,LEGAL_AGREEMENT~TOS_VERSION_8_ACCEPTED,4,1.0,,,,,,0.0,1.0
851,SETTINGS~SEE_ME_IN_QUICK_ADD,0,1.0,,,,,,,
853,GLOBAL~FEATURE_CONFIG_SYNCED_FEATURE_SETTINGS,0,1.0,,,,,,,
854,GLOBAL~FEATURE_CONFIG_SYNCED_CLIENT_PROPERTIES,0,1.0,,,,,,,
855,GLOBAL~FEATURE_CONFIG_SYNCED_TOOLTIPS,0,1.0,,,,,,,
858,LEGAL_AGREEMENT~TOS_VERSION_8_ACCEPTED_FROM_LOGIN,0,1.0,,,,,,,
859,LEGAL_AGREEMENT~TOS_VERSION_7_ACCEPTED_FROM_LOGIN,0,1.0,,,,,,,
860,LEGAL_AGREEMENT~HAS_ALL_UPDATES_BEEN_MIGRATED,0,1.0,,,,,,,
861,IDENTITY~DELTA_FORCE_CONFIG_SERVER,0,0.0,,,,,,,
868,IDENTITY~FIRST_CALL_FIND_FRIENDS,0,0.0,,,,,,,
869,CAMERA~CAMERA2_LEVEL,0,,,,,,LEVEL_3,,
871,CAMERA~SHOULD_REPORT_CAMERA2_CAPACITY_FOR_MUSHROOM,0,0.0,,,,,,,
872,COMMUNITY~SPOTLIGHT_TAB_BADGE_STATE_DATA,0,,,,,,"{""tabAvailabilityTimestampMillis"":1617509947034,""tabLastVisitTimestampMillis"":-1,""badgeVisibilityBackOffRateMultiplier"":0,""badgeVisibilityStartTimestampMillis"":-1,""badgeVisibilityEndTimestampMillis"":-1,""showBadgeAfterShortThreshold"":true}",,
874,IDENTITY~IS_SUGGESTED_FRIEND_LOGIN_UPDATE,0,0.0,,,,,,,
876,ARROYO~WAS_ARROYO_PURE_MIGRATION_SUCCESSFUL,0,1.0,,,,,,,
879,MESSAGING~WAS_ARROYO_ALL_ENABLED,0,0.0,,,,,,,
880,MESSAGING~DELTA_SYNC_TOKEN,0,,,,,,,,
881,MESSAGING~WAS_ARROYO_FULL_ENABLED,0,0.0,,,,,,,
882,MESSAGING~WAS_ARROYO_PURE_ENABLED,0,1.0,,,,,,,
883,FRIENDS_FEED~HAS_FETCHED_FULL_FEED,0,0.0,,,,,,,
886,INTERNAL_LOCATION~NYC_SETTINGS_HAS_SET_GHOST_MODE,0,0.0,,,,,,,
888,IDENTITY~ALL_UPDATES_CHECKSUM,0,,,,,,{},,
890,STORIES~MY_STORY_PRIVACY_CUSTOM_USER_BLACKLIST,0,,,,,,[],,
897,STORIES~SYNCED_FRIEND_STORIES_VIEW_STATE,0,1.0,,,,,,,
904,FRIENDS_FEED~HAS_SUCCESSFULLY_SYNCED_RECENTS,0,1.0,,,,,,,
907,AB_PLATFORM~NO_CLIENT_SAFETY_NET_ON_REGISTRATION,2,,,,,,51,,
908,SNAPADS~COGNAC_UNSKIPPABLE_DURATION_MILLIS,2,,0.0,,,,,,
909,AB_PLATFORM~NO_CLIENT_SAFETY_NET_ON_LOGIN,2,,,,,,39,,
910,IDENTITY~LOGIN_SKIP_SAFETY_NET_ON_CLIENT,2,1.0,,,,,,,
912,SNAPADS~ENABLE_COGNAC_SKIPPABLE_AD,2,1.0,,,,,,,
913,AB_PLATFORM~COGNAC_AD_SKIPPABLE_FLAG_MUSHROOM,2,,,,,,174,,
915,IDENTITY~REG_SAFETY_NET_BYPASS_STRING,2,,,,,,magicString,,
916,IDENTITY~REG_SKIP_SAFETY_NET_ON_CLIENT,2,1.0,,,,,,,
917,IDENTITY~LOGIN_SAFETY_NET_BYPASS_STRING,2,,,,,,magicString,,
918,SNAPADS~COGNAC_UNSKIPPABLE_PROGRESS_BAR_TEXT,2,,,,,,CONTINUE,,
919,PLAY_STATE~UGC_READ_RECEIPTS_SYNCED_IN_CURRENT_LOGIN_SESSION,0,1.0,,,,,,,
920,COGNAC~HAS_FETCHED_USER_APP_PREFERENCES,4,1.0,,,,,,0.0,1.0
921,NOTIFICATIONS~LAST_SERVER_ACKNOWLEDGED_DEVICE_TOKEN,0,,,,,,dm863Ex3ZoA:APA91bHPcPeVsA1CddVFFFAsV2YwgjI85fkWR2XEs0zUX9i6YdJBqs3dq-9t7TV-amnq5iDwYT-W5P1ompInv1b6BXekV9xDzOw8dAqYqQgM758NZ0tjEI_4DspheljguIqZEZUVz6a7,,
923,APP_STATE~PACKAGE_INSTALLER,0,,,,,,com.android.vending,,
925,IDENTITY~SHOW_FRIEND_ADD_TAKEOVER_ON_CAMERA,0,0.0,,,,,,,
930,IDENTITY~ONBOARDING_EDUCATION_USER_ENABLE_LENS_LOCKING,0,,,,,,FALSE,,
943,SNAPADS~LIMIT_AD_TRACKING_ENABLED,0,0.0,,,,,,,
944,SNAPADS~USER_AD_ID,0,,,,,,e95cbea8-2b52-4c5c-9135-249e58309511,,
945,SNAPADS~USER_AD_ID_TIMESTAMP,0,,,1617510015056.0,,,,,
947,SNAPADS~SHOULD_DISABLE_SERVE_REQUEST,0,0.0,,,,,,,
949,SNAPADS~PETRA_SERVER_SETTING_ENABLED,0,1.0,,,,,,,
950,SNAPADS~INIT_AD_SOURCES,0,,,,,,"[{""a"":""PRIMARY"",""b"":""https://usc.adserver.snapads.com/v2/init""}]",,
951,SNAPADS~SERVE_AD_SOURCES,0,,,,,,"[{""a"":""PRIMARY"",""b"":""https://us-central1-gcp.api.snapchat.com/adserver/v3/get""}]",,
952,SNAPADS~TRACK_AD_SOURCES,0,,,,,,"[{""a"":""PRIMARY"",""b"":""https://us-central1-gcp.api.snapchat.com/adtracker/v2/track""}]",,
953,SNAPADS~INIT_GATEWAY_AD_SOURCES,0,,,,,,"[{""a"":""SHADOW"",""b"":""https://gcp.api.snapchat.com/shadow/ad/init/v1""},{""a"":""PRIMARY"",""b"":""https://us-central1-gcp.api.snapchat.com/prod/ad/init/v1""}]",,
958,MAPS~MAP_LAST_OPEN_TIME_WRITTEN_MILLIS,0,,,1617510016685.0,,,,,
960,MAPS~MAP_BEST_FRIENDS_TIMESTAMP_SAVED,0,,,1617510016660.0,,,,,
961,MAPS~MAP_ONBOARDED,4,1.0,,,,,,0.0,946598401.0
962,MAPS~MAP_LAST_OPEN_TIME_MILLIS,4,,,1617510016685.0,,,,0.0,946598401.0
964,LOCATION~LOCATION_PERMISSION_RESULT_STATE,0,,,,,,JUST_GRANTED,,
970,MAPS~MAP_FIRST_OPEN_LOCATION_DIALOG_SHOWN,4,1.0,,,,,,0.0,1.0
972,MAPS~ZERO_ONBOARDING_SETTINGS_TOOLTIP_LAST_OPEN,4,,,1617510021235.0,,,,0.0,946598401.0
980,MAPS~NOT_SHARING_LOCATION_TOOLTIP_LAST_SHOWN,0,,,1617510416017.0,,,,,
982,IDENTITY~NEW_CONTACT_NOTIFICATION_USERID,0,,,,,,,,
983,IDENTITY~PENDING_FRIEND_REQUEST_USER_IDS,0,,,,,,,,
987,CAMERA~SEEN_FRIENDS_PAGE_ONBOARDING_TOOLTIP,4,1.0,,,,,,0.0,946598401.0
990,FRIENDS_FEED~TOOLTIP_HAS_SEEN_TAP_TO_WATCH_THIS_SNAP,4,1.0,,,,,,0.0,1.0
993,UNLOCKABLES~UNLOCKABLES_DB_GEOFENCE_MIGRATED,0,1.0,,,,,,,
996,IDENTITY~IS_EMAIL_VERIFIED,0,1.0,,,,,,,
1006,IDENTITY~SUGGESTED_FRIEND_UPDATE_TIMESTAMP,4,,,1617510549711.0,,,,0.0,1617510549719.0
1014,IDENTITY~FRIEND_REQUEST_TIP_SEEN_COUNT,0,,0.0,,,,,,
1029,STICKERS~STICKER_TAG_TYPE_REVERSE_FORMATTED,0,0.0,,,,,,,
1031,STICKERS~SNAPSTICKER_SEARCH_TAGS_VERSION_SYNCED,0,,,,,,286,,
