_id,dedup_key,content_uri,capture_timestamp,type,state,photosphere,composition_type,width,height,size_bytes,timezone_offset,utc_timestamp,duration,filename,filepath,iso,exposure,camera_make,camera_model,lens,focal_length,f_stop,latitude,longitude,signature,bucket_id,capture_frame_rate,encoded_frame_rate,oem_special_type,mime_type,is_hidden,is_vr,is_raw,folder_name,media_store_id,is_archived,depth_type,is_micro_video,micro_video_offset,in_camera_folder,in_primary_storage,first_backup_timestamp,micro_video_still_image_timestamp,added_timestamp,is_backup_processed,is_ready_for_backup,is_favorite,compact_warp_grids,micro_video_motion_state,is_ls_video,extension_bitmask,requires_stabilization,trash_timestamp,purge_timestamp,desired_state,caption,showcase_score,showcase_weights_version
64,qM1m94sxFmKkxKXzDSEP4zGQ_sk,content://media/external/images/media/102,1625340457000,1,0,0,,4608,2184,2628833,-14400000,1625354857000,,20210703_192737.jpg,/storage/emulated/0/DCIM/Camera/20210703_192737.jpg,,,,,,,,37.2249,-80.4158,1406003799,-1739773001,,,,image/jpeg,0,100,0,Camera,102,0,0,0,-1,1,1,,,1625391562460,0,1,0,,0,0,34359738366,1,,,0,,0.0,
65,kF-lwkR6ajmM_hTszYZdMPBn3r4,content://media/external/images/media/121,1625495326000,1,0,0,,1080,2280,744861,-14400000,1625509726000,,Screenshot_20210705-142846_Cartomizer.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-142846_Cartomizer.jpg,,,,,,,,,,1554830025,-1313584517,,,,image/jpeg,0,0,0,Screenshots,121,0,0,0,-1,1,1,,,1625509727146,0,1,0,,0,0,34359738366,1,,,0,,0.0,
66,3BmK3Szldy0JuKTFVIbLSO38cFE,content://media/external/images/media/120,1625495272000,1,0,0,,1080,2280,744824,-14400000,1625509672000,,Screenshot_20210705-142752_Cartomizer.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-142752_Cartomizer.jpg,,,,,,,,,,1554778131,-1313584517,,,,image/jpeg,0,0,0,Screenshots,120,0,0,0,-1,1,1,,,1625509727198,0,1,0,,0,0,34359738366,1,,,0,,0.0,
67,Uuo_RbNFupG1Krbhtkb_cu-8owc,content://media/external/images/media/122,1625495336000,1,0,0,,1080,2280,742424,-14400000,1625509736000,,Screenshot_20210705-142856_Cartomizer.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-142856_Cartomizer.jpg,,,,,,,,,,1554840596,-1313584517,,,,image/jpeg,0,0,0,Screenshots,122,0,0,0,-1,1,1,,,1625509787355,0,1,0,,0,0,34359738366,1,,,0,,0.0,
68,44kCBC_8eDW3my2Gt-Q7FQx4K98,content://media/external/images/media/123,1625495395000,1,0,0,,1080,2280,737763,-14400000,1625509795000,,Screenshot_20210705-142955_Cartomizer.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-142955_Cartomizer.jpg,,,,,,,,,,1554897295,-1313584517,,,,image/jpeg,0,0,0,Screenshots,123,0,0,0,-1,1,1,,,1625509847414,0,1,0,,0,0,34359738366,1,,,0,,0.0,
69,BYeUWxjXcyFWtt4ap5hfMOshMO0,content://media/external/images/media/124,1625495512000,1,0,0,,1080,2280,742964,-14400000,1625509912000,,Screenshot_20210705-143152_Cartomizer.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-143152_Cartomizer.jpg,,,,,,,,,,1555008771,-1313584517,,,,image/jpeg,0,0,0,Screenshots,124,0,0,0,-1,1,1,,,1625510009167,0,1,0,,0,0,34359738366,1,,,0,,0.0,
70,o-mje6QjGobDTRy8OAFB-BeaYOw,content://media/external/images/media/126,1625495719000,1,0,0,,1080,2280,735111,-14400000,1625510119000,,Screenshot_20210705-143519_Cartomizer.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-143519_Cartomizer.jpg,,,,,,,,,,1555207698,-1313584517,,,,image/jpeg,0,0,0,Screenshots,126,0,0,0,-1,1,1,,,1625510119901,0,1,0,,0,0,34359738366,1,,,0,,0.0,
71,8j0xLEFo5hMyaRZCN2gxH4f3HuY,content://media/external/images/media/125,1625495694000,1,0,0,,1080,2280,733364,-14400000,1625510094000,,Screenshot_20210705-143454_Cartomizer.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-143454_Cartomizer.jpg,,,,,,,,,,1555183673,-1313584517,,,,image/jpeg,0,0,0,Screenshots,125,0,0,0,-1,1,1,,,1625510119911,0,1,0,,0,0,34359738366,1,,,0,,0.0,
72,3EDJxySlkn_b6jd7F1dQ82S7sRY,content://media/external/images/media/127,1625495733000,1,0,0,,1080,2280,738618,-14400000,1625510133000,,Screenshot_20210705-143533_Cartomizer.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210705-143533_Cartomizer.jpg,,,,,,,,,,1555221152,-1313584517,,,,image/jpeg,0,0,0,Screenshots,127,0,0,0,-1,1,1,,,1625510262687,0,1,0,,0,0,34359738366,1,,,0,,0.0,
73,tO9u_EkYrrS9_hHxiSoO0DD6oJw,content://media/external/images/media/134,1625701689000,1,0,0,,1080,2280,616793,-14400000,1625716089000,,Screenshot_20210707-234809_Twitter.jpg,/storage/emulated/0/DCIM/Screenshots/Screenshot_20210707-234809_Twitter.jpg,,,,,,,,,,1753145829,-1313584517,,,,image/jpeg,0,0,0,Screenshots,134,0,0,0,-1,1,1,,,1625717886829,0,1,0,,0,0,34359738366,1,,,0,,0.0,
74,vudC7CSJlzBUpGaM3oeGzcMij_Q,content://media/external/images/media/133,1625685251000,1,0,0,,1908,4032,5170367,-14400000,1625699651000,,20210707_191411.jpg,/storage/emulated/0/DCIM/Camera/20210707_191411.jpg,,,,,,,,37.2303,-80.4177,1737351701,-1739773001,,,,image/jpeg,0,0,0,Camera,133,0,0,0,-1,1,1,,,1625717886837,0,1,0,,0,0,34359738366,1,,,0,,0.0,
75,1wwdPZycXQYcScnx1kp5rQKCVwU,content://media/external/images/media/132,1625685242000,1,0,0,,1908,4032,4778147,-14400000,1625699642000,,20210707_191402.jpg,/storage/emulated/0/DCIM/Camera/20210707_191402.jpg,,,,,,,,37.2306,-80.4178,1737342091,-1739773001,,,,image/jpeg,0,0,0,Camera,132,0,0,0,-1,1,1,,,1625717886843,0,1,0,,0,0,34359738366,1,,,0,,0.0,
76,1zCqch22jKG0X-ABWt1X5ZYZvJ0,content://media/external/images/media/131,1625685239000,1,0,0,,1908,4032,4378736,-14400000,1625699639000,,20210707_191359.jpg,/storage/emulated/0/DCIM/Camera/20210707_191359.jpg,,,,,,,,37.2313,-80.4183,1737340169,-1739773001,,,,image/jpeg,0,0,0,Camera,131,0,0,0,-1,1,1,,,1625717886846,0,1,0,,0,0,34359738366,1,,,0,,0.0,
77,oU_RQa5c5-zpZpvRnfRImeTXJdQ,content://media/external/images/media/130,1625685134000,1,0,0,,1908,4032,1955968,-14400000,1625699534000,,20210707_191213.jpg,/storage/emulated/0/DCIM/Camera/20210707_191213.jpg,,,,,,,,37.2295,-80.4188,1737239264,-1739773001,,,,image/jpeg,0,0,0,Camera,130,0,0,0,-1,1,1,,,1625717886851,0,1,0,,0,0,34359738366,1,,,0,,0.0,
78,8W5YxT_-siAwZatKOiQcKxfFiWc,content://media/external/images/media/129,1625685124000,1,0,0,,1908,4032,4434390,-14400000,1625699524000,,20210707_191203.jpg,/storage/emulated/0/DCIM/Camera/20210707_191203.jpg,,,,,,,,37.2295,-80.4188,1737228693,-1739773001,,,,image/jpeg,0,0,0,Camera,129,0,0,0,-1,1,1,,,1625717886854,0,1,0,,0,0,34359738366,1,,,0,,0.0,
79,WrHoIhKwg8qTxV4jjUNK51NNwsM,content://media/external/images/media/128,1625685122000,1,0,0,,1908,4032,4597158,-14400000,1625699522000,,20210707_191202.jpg,/storage/emulated/0/DCIM/Camera/20210707_191202.jpg,,,,,,,,37.2295,-80.4188,1737227732,-1739773001,,,,image/jpeg,0,0,0,Camera,128,0,0,0,-1,1,1,,,1625717886860,0,1,0,,0,0,34359738366,1,,,0,,0.0,
80,nPDUrgrQeEYNH8abjvNyrrfJQrI,content://media/external/video/media/137,1626793414000,2,0,0,,1080,1920,152589241,-14400000,1626807814000,70763.0,20210720_150222.mp4,/storage/emulated/0/DCIM/Camera/20210720_150222.mp4,,,,,,,,37.2249,-80.4159,1326570776,-1739773001,30.0,30.0,,video/mp4,0,0,0,Camera,137,0,0,0,-1,1,1,,,1626807872345,0,1,0,,0,0,34359738366,1,,,0,,0.0,
