ID_A,STICKER_PACKAGES_ID,PKG_NAME_A,LOCALES,STRING,EXTRA_A1,EXTRA_A2,EXTRA_A3
259,3,com.samsung.preload.Sluggy.stickerb1,ug,لۆم-لۆم چاپلاق توپى,,,
260,3,com.samsung.preload.Sluggy.stickerb1,uz_UZ,Slaggi stikerlar to‘plami,,,
261,3,com.samsung.preload.Sluggy.stickerb1,vi,Bộ sticker Sluggy,,,
262,4,com.samsung.Seymour_Sloth.stickerb1,en,Seymour Sloth sticker set,,,
263,4,com.samsung.Seymour_Sloth.stickerb1,en_US,Seymour Sloth sticker set,,,
264,4,com.samsung.Seymour_Sloth.stickerb1,en_CA,Seymour Sloth sticker set,,,
265,4,com.samsung.Seymour_Sloth.stickerb1,sq_AL,Paketa e adezivëve Arushi Seymour,,,
266,4,com.samsung.Seymour_Sloth.stickerb1,ar,مجموعة ملصقات الكسلان Seymour,,,
267,4,com.samsung.Seymour_Sloth.stickerb1,hy_AM,Սեյմուր համրուկի կպչուն պիտակների լրակազմ,,,
268,4,com.samsung.Seymour_Sloth.stickerb1,as,চেইমোৰ শ্লোথৰ ষ্টিকাৰ ছেট হ'স,,,
269,4,com.samsung.Seymour_Sloth.stickerb1,az_AZ,Seymur ərincək stiker dəsti,,,
270,4,com.samsung.Seymour_Sloth.stickerb1,eu_ES,Seymour Sloth-en sticker sorta,,,
271,4,com.samsung.Seymour_Sloth.stickerb1,be_BY,Набор стыкераў «Лянівец Сэймур»,,,
272,4,com.samsung.Seymour_Sloth.stickerb1,bn_IN,সেমুর স্লথ স্টিকার সেট,,,
273,4,com.samsung.Seymour_Sloth.stickerb1,bn_BD,Seymour Sloth স্টিকার সেট,,,
274,4,com.samsung.Seymour_Sloth.stickerb1,bs,Set naljepnica Seymour Slotha,,,
275,4,com.samsung.Seymour_Sloth.stickerb1,bg,Комплект стикери на Сеймур Слот,,,
276,4,com.samsung.Seymour_Sloth.stickerb1,ca,Conjunt d'adhesius del Seymour el peresós,,,
277,4,com.samsung.Seymour_Sloth.stickerb1,zn_CN,西摩树懒贴纸集,,,
278,4,com.samsung.Seymour_Sloth.stickerb1,zn_HK,Seymour Sloth 貼紙集,,,
279,4,com.samsung.Seymour_Sloth.stickerb1,zn_TW,西摩樹懶貼圖組,,,
280,4,com.samsung.Seymour_Sloth.stickerb1,hr,Set naljepnica Seymour Sloth,,,
281,4,com.samsung.Seymour_Sloth.stickerb1,cs,Sada nálepek Seymour Sloth,,,
282,4,com.samsung.Seymour_Sloth.stickerb1,da,Seymour Sloth-stickersæt,,,
283,4,com.samsung.Seymour_Sloth.stickerb1,nl,Seymour Sloth-stickerset,,,
284,4,com.samsung.Seymour_Sloth.stickerb1,et_EE,Laiskloom Seymouri kleebiste komplekt,,,
285,4,com.samsung.Seymour_Sloth.stickerb1,fa,مجموعه برچسب‌های سیمور تنبل,,,
286,4,com.samsung.Seymour_Sloth.stickerb1,tl,Seymour Sloth na sticker set,,,
287,4,com.samsung.Seymour_Sloth.stickerb1,fi,Seymour Sloth -tarrasarja,,,
288,4,com.samsung.Seymour_Sloth.stickerb1,fr,Ensemble d'autocollants Seymour Sloth,,,
289,4,com.samsung.Seymour_Sloth.stickerb1,fr_CA,Ensemble de symboles Seymour Sloth,,,
290,4,com.samsung.Seymour_Sloth.stickerb1,gl_ES,Conxunto de stickers de Seymour Sloth,,,
291,4,com.samsung.Seymour_Sloth.stickerb1,ka_GE,სეიმურ სლოთის სტიკერების ნაკრები,,,
292,4,com.samsung.Seymour_Sloth.stickerb1,de,„Fabi Faultier“-Sticker-Set,,,
293,4,com.samsung.Seymour_Sloth.stickerb1,el,Σετ αυτοκόλλητων Seymour Sloth,,,
294,4,com.samsung.Seymour_Sloth.stickerb1,gu_IN,સિમૌર સ્લૉથનો સ્ટિકર સેટ,,,
295,4,com.samsung.Seymour_Sloth.stickerb1,iw,סדרת מדבקות סימור העצלן,,,
296,4,com.samsung.Seymour_Sloth.stickerb1,hi,सीमौर स्लॉथ स्टिकर सेट,,,
297,4,com.samsung.Seymour_Sloth.stickerb1,hu,Lajhár Lali matricakészlet,,,
298,4,com.samsung.Seymour_Sloth.stickerb1,is_IS,Seymour Sloth-límmiðasafn,,,
299,4,com.samsung.Seymour_Sloth.stickerb1,in,Set stiker Seymour Sloth,,,
300,4,com.samsung.Seymour_Sloth.stickerb1,ga,Sraith greamán Séamas an Spadán,,,
301,4,com.samsung.Seymour_Sloth.stickerb1,it,Set di adesivi di Seymour il Bradipo,,,
302,4,com.samsung.Seymour_Sloth.stickerb1,ja,シーモアスロースのスタンプセット,,,
303,4,com.samsung.Seymour_Sloth.stickerb1,kn_IN,ಸೆಮೌರ್ ಸ್ಲೌಥ್ ಸ್ಟಿಕರ್ ಸೆಟ್,,,
304,4,com.samsung.Seymour_Sloth.stickerb1,kk_KZ,Сеймур жалқау аң жапсырма жинағы,,,
305,4,com.samsung.Seymour_Sloth.stickerb1,km_KH,សំណុំ​ស្ទីកឃ័រ Seymour Sloth,,,
306,4,com.samsung.Seymour_Sloth.stickerb1,ko,나무늘보 캐릭터 스티커 세트,,,
307,4,com.samsung.Seymour_Sloth.stickerb1,ky_KG,Сеймур аттуу ленивец стикер таңгагы,,,
308,4,com.samsung.Seymour_Sloth.stickerb1,lo_LA,ຊຸດສະຕິກເກີເຊມົວສະລັອດ,,,
309,4,com.samsung.Seymour_Sloth.stickerb1,lv,Seymour Sloth uzlīmju komplekts,,,
310,4,com.samsung.Seymour_Sloth.stickerb1,lt,Tinginio Seymour lipdukų rinkinys,,,
311,4,com.samsung.Seymour_Sloth.stickerb1,mk_MK,Комплет со налепници „Мрзливецот Симор“,,,
312,4,com.samsung.Seymour_Sloth.stickerb1,ms_MY,Set pelekat Seymour Sloth,,,
313,4,com.samsung.Seymour_Sloth.stickerb1,ml_IN,സെയ്മോർ സ്ലോത്ത് സ്റ്റിക്കർ സെറ്റ്,,,
314,4,com.samsung.Seymour_Sloth.stickerb1,mr_IN,सेमोर स्लॉथ स्टिकर सेट,,,
315,4,com.samsung.Seymour_Sloth.stickerb1,my_ZG,ေဆးမာဆေလာ့သ္ စတစ္ကာအတြဲ,,,
316,4,com.samsung.Seymour_Sloth.stickerb1,mn_MN,Залхуу Сеймур стикерийн багц,,,
317,4,com.samsung.Seymour_Sloth.stickerb1,my_MM,ဆေးမာဆလော့သ် စတစ်ကာအတွဲ,,,
318,4,com.samsung.Seymour_Sloth.stickerb1,ne,सेमोर स्लथ स्टिकर सेट,,,
319,4,com.samsung.Seymour_Sloth.stickerb1,ne_NP,सेमोर स्लथ स्टिकर सेट,,,
320,4,com.samsung.Seymour_Sloth.stickerb1,nb,Seymour Sloth-klistremerkesett,,,
321,4,com.samsung.Seymour_Sloth.stickerb1,or,ସେମୌର ସ୍ଲୋଥ୍ ଷ୍ଟିକର୍ ସେଟ୍,,,
322,4,com.samsung.Seymour_Sloth.stickerb1,pl,Zestaw naklejek z Leniwcem Seymourem,,,
323,4,com.samsung.Seymour_Sloth.stickerb1,pt_PT,Conjunto de autocolantes Seymour Sloth,,,
324,4,com.samsung.Seymour_Sloth.stickerb1,pt_BR,Conjunto de stickers Seymour Sloth,,,
325,4,com.samsung.Seymour_Sloth.stickerb1,pa_IN,ਸੀਮੋਰ ਸਲੋਥ ਸਟਿੱਕਰ ਸੈੱਟ,,,
326,4,com.samsung.Seymour_Sloth.stickerb1,ro,Set de abțibilduri cu leneșul Seymour,,,
327,4,com.samsung.Seymour_Sloth.stickerb1,ru,Набор стикеров с ленивцем Сеймуром,,,
328,4,com.samsung.Seymour_Sloth.stickerb1,sr,Kolekcija nalepnica Lenjivac Lale,,,
329,4,com.samsung.Seymour_Sloth.stickerb1,si,සීමෝ කම්මැලියා ස්ටිකර් කට්ටලය,,,
330,4,com.samsung.Seymour_Sloth.stickerb1,si_LK,සීමෝ කම්මැලියා ස්ටිකර් කට්ටලය,,,
331,4,com.samsung.Seymour_Sloth.stickerb1,pl_SP,Zestaw naklejek z Leniwcem Seymourem,,,
332,4,com.samsung.Seymour_Sloth.stickerb1,sk,Súprava nálepiek Seymour Sloth,,,
333,4,com.samsung.Seymour_Sloth.stickerb1,sl,Komplet nalepk Seymour Sloth,,,
334,4,com.samsung.Seymour_Sloth.stickerb1,es_ES,Colección de stickers de Seymour el perezoso,,,
335,4,com.samsung.Seymour_Sloth.stickerb1,es_US,Colección de adhesivos de Seymour el perezoso,,,
336,4,com.samsung.Seymour_Sloth.stickerb1,sv,Simon Sengångare-klistermärken,,,
337,4,com.samsung.Seymour_Sloth.stickerb1,tg,Маҷмуи барчаспҳои Коҳилаки тамбал,,,
338,4,com.samsung.Seymour_Sloth.stickerb1,ta_IN,சீமோர் ஸ்லாத் ஸ்டிக்கர் செட்,,,
339,4,com.samsung.Seymour_Sloth.stickerb1,te_IN,సేమోర్ స్లాత్ స్టిక్కర్ సెట్,,,
340,4,com.samsung.Seymour_Sloth.stickerb1,tk,Seýmur Slot stiker toplumy,,,
341,4,com.samsung.Seymour_Sloth.stickerb1,th,ชุดสติ๊กเกอร์ซีมัวร์สล็อธ,,,
342,4,com.samsung.Seymour_Sloth.stickerb1,bo,མུ་ཞེ་སོ་ལེའི་སྦྱར་ཤོག,,,
343,4,com.samsung.Seymour_Sloth.stickerb1,tr,Seymour Sloth etiket seti,,,
344,4,com.samsung.Seymour_Sloth.stickerb1,uk,Набір стикерів із лінивцем Сеймуром,,,
345,4,com.samsung.Seymour_Sloth.stickerb1,ur_PK,سیمور سلوتھ اسٹکر سیٹ,,,
346,4,com.samsung.Seymour_Sloth.stickerb1,ug,سېيمور ئېرىنچەك چاپلاق توپلىمى,,,
347,4,com.samsung.Seymour_Sloth.stickerb1,uz_UZ,Seymur Slot stikerlar to‘plami,,,
348,4,com.samsung.Seymour_Sloth.stickerb1,vi,Bộ sticker Lười Seymour,,,
349,5,com.samsung.Bun_Bunny.stickerb2,en,Bun Bunny sticker set,,,
350,5,com.samsung.Bun_Bunny.stickerb2,en_US,Bun Bunny sticker set,,,
351,5,com.samsung.Bun_Bunny.stickerb2,en_CA,Bun Bunny sticker set,,,
352,5,com.samsung.Bun_Bunny.stickerb2,sq_AL,Paketa e adezivëve Lepurushja Bun,,,
353,5,com.samsung.Bun_Bunny.stickerb2,ar,مجموعة ملصقات الأرنبة Bun,,,
354,5,com.samsung.Bun_Bunny.stickerb2,hy_AM,Բան ճագարի կպչուն պիտակների լրակազմ,,,
355,5,com.samsung.Bun_Bunny.stickerb2,as,বান বানি ষ্টিকাৰ ছেট হ'ল,,,
356,5,com.samsung.Bun_Bunny.stickerb2,az_AZ,Ban Dovşan stiker dəsti,,,
357,5,com.samsung.Bun_Bunny.stickerb2,eu_ES,Bun Bunny sticker sorta,,,
358,5,com.samsung.Bun_Bunny.stickerb2,be_BY,Набор стыкераў «Труска Бані»,,,
359,5,com.samsung.Bun_Bunny.stickerb2,bn_IN,বান বানি স্টিকার সেট,,,
360,5,com.samsung.Bun_Bunny.stickerb2,bn_BD,Bun Bunny স্টিকার সেট,,,
361,5,com.samsung.Bun_Bunny.stickerb2,bs,Set naljepnica Bun Bunny,,,
362,5,com.samsung.Bun_Bunny.stickerb2,bg,Комплект стикери на Бън Бъни,,,
363,5,com.samsung.Bun_Bunny.stickerb2,ca,Conjunt d'adhesius de la Bun Bunny,,,
364,5,com.samsung.Bun_Bunny.stickerb2,zn_CN,邦尼兔贴纸集,,,
365,5,com.samsung.Bun_Bunny.stickerb2,zn_HK,Bun Bunny 貼紙集,,,
366,5,com.samsung.Bun_Bunny.stickerb2,zn_TW,蹦蹦兔貼圖組,,,
367,5,com.samsung.Bun_Bunny.stickerb2,hr,Set naljepnica Bun Bunny,,,
368,5,com.samsung.Bun_Bunny.stickerb2,cs,Sada nálepek Bun Bunny,,,
369,5,com.samsung.Bun_Bunny.stickerb2,da,Bun Bunny-stickersæt,,,
370,5,com.samsung.Bun_Bunny.stickerb2,nl,Bun Bunny-stickerset,,,
371,5,com.samsung.Bun_Bunny.stickerb2,et_EE,Jänes Bun kleebiste komplekt,,,
372,5,com.samsung.Bun_Bunny.stickerb2,fa,مجموعه برچسب‌های خرگوش بان بانی,,,
373,5,com.samsung.Bun_Bunny.stickerb2,tl,Bun Bunny na sticker set,,,
374,5,com.samsung.Bun_Bunny.stickerb2,fi,Bun Bunny -tarrasarja,,,
375,5,com.samsung.Bun_Bunny.stickerb2,fr,Ensemble d'autocollants Bun Bunny,,,
376,5,com.samsung.Bun_Bunny.stickerb2,fr_CA,Ensemble de symboles Bun Bunny,,,
377,5,com.samsung.Bun_Bunny.stickerb2,gl_ES,Conxunto de stickers de Bun Bunny,,,
378,5,com.samsung.Bun_Bunny.stickerb2,ka_GE,ბაჭიის სტიკერების ნაკრები,,,
379,5,com.samsung.Bun_Bunny.stickerb2,de,Bun Bunny-Sticker-Set,,,
380,5,com.samsung.Bun_Bunny.stickerb2,el,Σετ αυτοκόλλητων Bun Bunny,,,
381,5,com.samsung.Bun_Bunny.stickerb2,gu_IN,બન બની સ્ટિકર સેટ,,,
382,5,com.samsung.Bun_Bunny.stickerb2,iw,סדרת מדבקות של באן באני,,,
383,5,com.samsung.Bun_Bunny.stickerb2,hi,बन बनी स्टिकर सेट,,,
384,5,com.samsung.Bun_Bunny.stickerb2,hu,Nyuszifül matricakészlet,,,
385,5,com.samsung.Bun_Bunny.stickerb2,is_IS,Bun Bunny-límmiðasafn,,,
386,5,com.samsung.Bun_Bunny.stickerb2,in,Set stiker Bun Bunny,,,
387,5,com.samsung.Bun_Bunny.stickerb2,ga,Sraith greamán Ciara an Coinín,,,
388,5,com.samsung.Bun_Bunny.stickerb2,it,Set di adesivi di Bun Bunny,,,
389,5,com.samsung.Bun_Bunny.stickerb2,ja,バンバニーのスタンプセット,,,
390,5,com.samsung.Bun_Bunny.stickerb2,kn_IN,ಬನ್ ಬನ್ನಿ ಸ್ಟಿಕರ್ ಸೆಟ್,,,
391,5,com.samsung.Bun_Bunny.stickerb2,kk_KZ,Бан көжегінің жапсырмалар жиынтығы,,,
392,5,com.samsung.Bun_Bunny.stickerb2,km_KH,សំណុំ​ស្ទីកឃ័រ Bun Bunny,,,
393,5,com.samsung.Bun_Bunny.stickerb2,ko,귀여운 토끼 스티커 세트,,,
394,5,com.samsung.Bun_Bunny.stickerb2,ky_KG,Бан Банни стикерлер топтому,,,
395,5,com.samsung.Bun_Bunny.stickerb2,lo_LA,ຊຸດສະຕິກເກີຂອງ ກະຕ່າຍ ບັນບັນນີ,,,
396,5,com.samsung.Bun_Bunny.stickerb2,lv,Bun Bunny uzlīmju komplekts,,,
397,5,com.samsung.Bun_Bunny.stickerb2,lt,Zuikučio lipdukų rinkinys,,,
398,5,com.samsung.Bun_Bunny.stickerb2,mk_MK,Комплет со налепници „Зајачето Бан“,,,
399,5,com.samsung.Bun_Bunny.stickerb2,ms_MY,Set pelekat Bun Bunny,,,
400,5,com.samsung.Bun_Bunny.stickerb2,ml_IN,ബൺ ബണ്ണി സ്റ്റിക്കർ സെറ്റ്,,,
401,5,com.samsung.Bun_Bunny.stickerb2,mr_IN,बन बनी स्टिकर सेट,,,
402,5,com.samsung.Bun_Bunny.stickerb2,my_ZG,ဘန္ ဘန္နီ စတစ္ကာအတြဲ,,,
403,5,com.samsung.Bun_Bunny.stickerb2,mn_MN,Бөмбөгөр Туулай стикерийн багц,,,
404,5,com.samsung.Bun_Bunny.stickerb2,my_MM,ဘန် ဘန်နီ စတစ်ကာအတွဲ,,,
405,5,com.samsung.Bun_Bunny.stickerb2,ne,बन बन्नी स्टिकर सेट,,,
406,5,com.samsung.Bun_Bunny.stickerb2,ne_NP,बन बन्नी स्टिकर सेट,,,
407,5,com.samsung.Bun_Bunny.stickerb2,nb,Bun Bunny-klistremerkesett,,,
408,5,com.samsung.Bun_Bunny.stickerb2,or,ବନ୍ ବନୀ ଷ୍ଟିକର୍ ସେଟ୍ କରନ୍ତୁ,,,
409,5,com.samsung.Bun_Bunny.stickerb2,pl,Zestaw naklejek z królikiem Bunny,,,
410,5,com.samsung.Bun_Bunny.stickerb2,pt_PT,Conjunto de autocolantes Bun Bunny,,,
411,5,com.samsung.Bun_Bunny.stickerb2,pt_BR,Conjunto de stickers Bun Bunny,,,
412,5,com.samsung.Bun_Bunny.stickerb2,pa_IN,ਬਨ ਬੰਨੀ ਸਟਿੱਕਰ ਸੈੱਟ,,,
413,5,com.samsung.Bun_Bunny.stickerb2,ro,Set de abțibilduri cu iepurașul Bun,,,
414,5,com.samsung.Bun_Bunny.stickerb2,ru,Набор стикеров с крольчихой Банни,,,
415,5,com.samsung.Bun_Bunny.stickerb2,sr,Kolekcija nalepnica Zeka Peka,,,
416,5,com.samsung.Bun_Bunny.stickerb2,si,බනිස් හා පැටියා ස්ටිකර් කට්ටලය,,,
417,5,com.samsung.Bun_Bunny.stickerb2,si_LK,බනිස් හා පැටියා ස්ටිකර් කට්ටලය,,,
418,5,com.samsung.Bun_Bunny.stickerb2,pl_SP,Zestaw naklejek z królikiem Bunny,,,
419,5,com.samsung.Bun_Bunny.stickerb2,sk,Súprava nálepiek Bun Bunny,,,
420,5,com.samsung.Bun_Bunny.stickerb2,sl,Komplet nalepk Bun Bunny,,,
421,5,com.samsung.Bun_Bunny.stickerb2,es_ES,Colección de stickers de Bun Bunny,,,
422,5,com.samsung.Bun_Bunny.stickerb2,es_US,Colección de adhesivos de Bun Bunny,,,
423,5,com.samsung.Bun_Bunny.stickerb2,sv,Kalle Kanin-klistermärken,,,
424,5,com.samsung.Bun_Bunny.stickerb2,tg,Маҷмуи стикерҳои Харгӯшак,,,
425,5,com.samsung.Bun_Bunny.stickerb2,ta_IN,பன் பன்னி ஸ்டிக்கர் செட்,,,
426,5,com.samsung.Bun_Bunny.stickerb2,te_IN,బన్ బన్నీ స్టిక్కర్ సెట్,,,
427,5,com.samsung.Bun_Bunny.stickerb2,tk,Ban towşan stiker toplumy,,,
428,5,com.samsung.Bun_Bunny.stickerb2,th,ชุดสติ๊กเกอร์บันบันนี่,,,
429,5,com.samsung.Bun_Bunny.stickerb2,bo,སྤང་སྣ་རི་བོང་སྦྱར་ཤོག,,,
430,5,com.samsung.Bun_Bunny.stickerb2,tr,Bun Bunny etiket seti,,,
431,5,com.samsung.Bun_Bunny.stickerb2,uk,Набір стикерів із зайченям Банні,,,
432,5,com.samsung.Bun_Bunny.stickerb2,ur_PK,بن بنی کی اسٹکر سیٹ,,,
433,5,com.samsung.Bun_Bunny.stickerb2,ug,توشقانچاق چاپلاق توپلىمى,,,
434,5,com.samsung.Bun_Bunny.stickerb2,uz_UZ,Ban Banni stikerlar to‘plami,,,
435,5,com.samsung.Bun_Bunny.stickerb2,vi,Bộ sticker Thỏ Bunny,,,
