parent_class,child_class,parent_title,child_title
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Turn off Bluetooth HFP
com.android.settings.wifi.ConfigureWifiSettings,com.samsung.android.settings.wifi.WifiControlHistory,Advanced,Wi-Fi control history
com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,Half-width input
com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.SPenInputModePreferenceActivity,Samsung DeX,S Pen input mode
com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,Secure lock settings,Lock network and security
com.samsung.accessibility.assistantmenu.settings.AssistantMenuMoreSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuMoreSettingsActivity,"Touchpad, cursor, and magnifier settings",Cursor size
com.android.settings.wifi.ConfigureWifiSettings,com.samsung.android.settings.wifi.TurnOnWifiAutomaticallySettings,Advanced,Turn on Wi-Fi automatically
com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Adaptive brightness
com.android.settings.inputmethod.VirtualKeyboardFragment,com.android.settings.inputmethod.VirtualKeyboardFragment,Keyboard list and default,Default keyboard
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Predictive text lines
com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.samsung.android.settings.deviceinfo.IconGlossary,About phone,Icon glossary
com.samsung.android.settings.activekey.XcoverTopKeySettings,com.samsung.android.settings.activekey.XcoverTopKeySettings,Top key,Use while screen locked
com.samsung.android.settings.biometrics.face.FaceEntry,com.samsung.android.settings.biometrics.face.FaceEntry,Face recognition,Brighten screen
com.samsung.accessibility.assistantmenu.settings.AssistantMenuSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuSettingsActivity,Assistant menu,Replace swipe with single tap
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.manageapplications.ManageApplications,Special access,Optimize battery usage
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Revoke USB debugging authorizations
com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Hijri calendar
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Show taps
com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Call/message spam filter
com.android.settings.notification.zen.ZenModePeopleSettings,com.android.settings.notification.zen.ZenModePeopleSettings,"Calls, messages, and conversations",Messages
com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.hearing.hearingaid.HearingAidPreferenceFragment,Hearing enhancements,Hearing aid support
com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,Mouse and trackpad,Touchpad scrolling direction
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Automatically capture system heap dumps
com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Appearance,Control the zoom on webpages
com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Screen zoom
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Debug non-rectangular clip operations
com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.MouseTrackpadPreferenceActivity,Samsung DeX,Mouse/trackpad
com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,Android personalization service
com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Speak element IDs
com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Keyboard echo
com.android.settings.development.WirelessDebuggingFragment,com.android.settings.development.WirelessDebuggingFragment,Wireless debugging,Device name
com.samsung.android.honeyboard.settings.handwriting.HwrSettings,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,Handwriting,Recognition time
com.samsung.android.honeyboard.settings.handwriting.HwrSettings,com.samsung.android.honeyboard.settings.handwriting.HwrSettings,Handwriting,Recognition type
com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothPairingBlockSettings,Advanced,Block pairing requests
com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,Wireless Emergency Alerts
com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Voicemail,Voicemail,Voicemail number
com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,Mode,One-handed keyboard
com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,Fingerprints,Faster recognition
com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.notification.zen.ZenAccessSettings,Special access,Do not disturb permission
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Device Services
com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,com.samsung.android.settings.notification.FloatingIconsNotificationSettings,Advanced settings,Floating notifications
com.android.settings.DisplaySettings,com.samsung.android.settings.display.HighRefreshRateFragment,Display,Motion smoothness
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Max visible datasets
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Disable absolute volume
com.samsung.android.app.settings.SettingsActivity,com.samsung.android.app.settings.SettingsActivity,Advanced features,Screenshots and screen recorder
com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,More battery settings,Enhanced processing
com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.Activities$AccessibilitySettingsMobilityActivity,Interaction and dexterity,Ignore repeated touches
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Date of first call made
com.samsung.android.honeyboard.settings.swipetouchandfeedback.swipe.KeyboardSwipeSettings,com.samsung.android.honeyboard.settings.swipetouchandfeedback.swipe.KeyboardSwipeSettings,Keyboard swipe controls,Swipe to type
com.samsung.android.settings.wifi.SmartNetworkSwitchSettings,com.samsung.android.settings.wifi.SmartNetworkSwitchSettings,Switch to mobile data,Network exceptions
com.android.launcher3.settings.TouchPadGesturesActivity,com.android.launcher3.settings.TouchPadGesturesActivity,Touchpad gestures,Tap with 3 fingers
com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.DockSettings,Accessories,LED icon editor
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Capture system heap dump
com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,Notifications,Show on Always On Display
com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.DockSettings,Accessories,Auto screen on and off
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Phone status
com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,Notifications,Icons only
com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.Activities$AccessibilitySettingsMobilityActivity,Interaction and dexterity,Universal switch
com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,com.samsung.android.honeyboard.settings.japaneseinputoptions.JapaneseInputOptionsSettings,Japanese input options,8Flick customization
com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,5G network mode
com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,Receive marketing information
com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Feedback
com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.homepage.AccessibilityHomepageActivity,Accessibility,Hearing enhancements
com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Activation status
com.samsung.android.app.cocktailbarservice.cocktailsettings.EdgeScreenSettingsMain,com.samsung.android.app.cocktailbarservice.cocktailsettings.HandleSettings,Handle,Lock handle position
com.samsung.android.settings.usefulfeature.FunctionKeySettings,com.samsung.android.settings.usefulfeature.FunctionKeySettings,Side key,Open Bixby
com.android.settings.AllInOneTetherSettings,com.android.settings.AllInOneTetherSettings,Mobile Hotspot and Tethering,USB tethering
com.android.settings.notification.zen.ZenModeSoundVibrationSettings,com.android.settings.notification.zen.ZenModeSoundVibrationSettings,Alarms and sounds,Calendar events
com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Size and transparency
com.samsung.android.samsungaccount.setting.ui.main.SettingMainPreference,com.samsung.android.samsungaccount.setting.ui.main.SettingMainPreference,Samsung account,Samsung Cloud
com.samsung.android.sm.advanced.AdvancedSettingsActivity,com.samsung.android.sm.scheduled.optimize.AutoOptimizationActivity,Automation,Auto optimize daily
com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Remove animations
com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Lock time zone
com.samsung.android.sm.battery.ui.BatteryActivity,com.samsung.android.sm.battery.ui.setting.AppPowerManagementActivity,Battery,Background usage limits
com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,com.samsung.android.messaging.ui.view.setting.sms.TextMessagesSettingActivity,More settings,Text messages
